workload,scope,requests_per_mode,repetitions,ttft_off_mean_ms,ttft_off_rep_sd_ms,ttft_on_mean_ms,ttft_on_rep_sd_ms,ttft_reduction_fraction,paired_reduction_rep_sd,ttft_speedup,mean_cache_hit_fraction_on,quality_pass_rate_off,quality_pass_rate_on,mean_quality_score_off,mean_quality_score_on,length_finish_rate_off,length_finish_rate_on
rag,all,12,3,51.24201299622655,0.1987006394784723,40.494562747577824,0.11983834665643532,0.2097390328799176,0.0026786235042101886,1.265404773367792,0.38507960965588084,1.0,1.0,1.0,1.0,0.0,0.0
rag,reuse_eligible,9,3,51.826884142226646,0.29708232538099416,37.486099638044834,0.150387162193738,0.2767055118503153,0.0025508593924518344,1.3825627270548915,0.5134394795411744,1.0,1.0,1.0,1.0,0.0,0.0
rag,cold,3,3,49.487399558226265,0.0965492552708844,49.5199520761768,0.16732549442965694,-0.0006577940696244087,0.00257738671743262,0.9993426383389779,0.0,1.0,1.0,1.0,1.0,0.0,0.0
periodic_agent,all,18,3,61.34630718992816,0.2147849064035016,52.56034397623605,0.15311662798209316,0.14321910504719987,0.0005053090296397105,1.1671595455628008,0.2898550724637681,0.0,0.0,0.625,0.625,0.0,0.0
periodic_agent,reuse_eligible,15,3,61.615329794585705,0.2559557809818255,50.99621160576741,0.1870469584622425,0.17234539235966934,0.0008100749318465054,1.208233471751014,0.34782608695652173,0.0,0.0,0.7,0.7,0.0,0.0
periodic_agent,cold,3,3,60.00119416664044,0.1540367969712745,60.38100582857927,0.10754343527149891,-0.006330068379705671,0.004382176104773037,0.9937097493371159,0.0,0.0,0.0,0.25,0.25,0.0,0.0
chat,all,12,3,43.085720390081406,0.2412565752830502,31.89591543438534,0.28376277403657335,0.25971029042541033,0.010565687259687396,1.3508225051171572,0.3384764408773265,0.5,0.5,0.8875000000000001,0.8875000000000001,0.0,0.0
chat,reuse_eligible,9,3,47.739035036000935,0.3347317985860271,32.824618638389644,0.3489475746487802,0.31241553974360897,0.0120067723436035,1.4543667837215422,0.45130192116976864,0.3333333333333333,0.3333333333333333,0.8500000000000001,0.8500000000000001,0.0,0.0
chat,cold,3,3,29.1257764523228,0.09159215995784178,29.109805822372437,0.08821217200927432,0.0005483331912715267,0.002446551747775607,1.0005486340255176,0.0,1.0,1.0,1.0,1.0,0.0,0.0
