target_tokens,edit_radius,quality_scenario,position,repetitions,valid_repetitions,invalid_repetitions,valid_measurement_rate,executed_repetitions,execution_reasons,mean_selected_reuse_rows,mean_reused_rows,mean_span_count,mean_shadow_forward_ms,mean_active_preparation_ms,mean_active_copy_ms,mean_active_forward_ms,mean_forward_delta_ms,mean_selector_overhead_ms,mean_active_vs_native_ttft_ms,mean_ttft_delta_ms,native_quality_pass_rate,shadow_quality_pass_rate,reference_quality_pass_rate,active_quality_pass_rate,shadow_native_exact_match_rate,active_shadow_exact_match_rate,active_native_exact_match_rate,mean_active_shadow_word_similarity,mean_active_native_word_similarity
4096,0,conflict,middle,3,3,0,1.0,3,eligible,2688.0,2688.0,2.0,656.3225708007812,7.206322625279427,9.352874755859375,49.23016484578451,-607.0924059549967,22.752401729424793,-576.3905784115195,-599.1429801409444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,conflict,late,3,3,0,1.0,3,eligible,1360.0,1360.0,2.0,358.1460469563802,3.2463173071543374,4.993365287780762,49.618944803873696,-308.52710215250653,18.50216742604971,-286.10115063687164,-304.60331806292135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,conflict_3,early,3,3,0,1.0,3,eligible,4047.0,4047.0,2.0,926.1554158528646,10.93319896608591,13.659477233886719,38.333099365234375,-887.8223164876302,25.32689335445563,-850.5211379379034,-875.848031292359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,conflict_3,middle,3,3,0,1.0,3,eligible,2735.0,2735.0,2.0,654.5957641601562,7.201139815151691,9.429674784342447,40.34013875325521,-614.255625406901,22.30447002997001,-584.8940666764975,-607.1985367064675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,conflict_3,late,3,3,0,1.0,3,eligible,1423.0,1423.0,2.0,383.89111328125,3.397630527615547,5.104640007019043,42.44480005900065,-341.44631322224933,18.19675446798404,-319.4850500052174,-337.68180447320145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,conflict_5,early,3,3,0,1.0,3,eligible,4047.0,4047.0,2.0,926.3216552734375,10.994589577118555,13.687466621398926,38.32490539550781,-887.9967498779297,25.602676595250767,-851.3736883178353,-876.9763649130861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,conflict_5,middle,3,3,0,1.0,3,eligible,2751.0,2751.0,2.0,658.6480712890625,7.310399475196998,9.477461496988932,40.31999969482422,-618.3280715942383,22.29506801813841,-588.4655360132456,-610.760604031384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,conflict_5,late,3,3,0,1.0,3,eligible,1455.0,1455.0,2.0,383.7644755045573,3.566266347964605,5.320703983306885,42.413397471110024,-341.35107803344727,18.679929276307423,-319.06425518294174,-337.7441844592492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,0,pointer,early,3,3,0,1.0,3,eligible,4047.0,4047.0,2.0,927.2050374348959,11.031805848081907,13.722623825073242,38.33207321166992,-888.872964223226,26.21993391464154,-850.6061257794499,-876.8260596940914,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,0,pointer,middle,3,3,0,1.0,3,eligible,2719.0,2719.0,2.0,657.4250691731771,7.121759777267774,9.379157384236654,40.38348897298177,-617.0415802001953,25.13854702313741,-584.3766642113527,-609.51521123449,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,0,pointer,late,3,3,0,1.0,3,eligible,1375.0,1375.0,2.0,357.58489990234375,3.2521250347296395,4.973909378051758,42.585089365641274,-314.99981053670246,21.43940267463525,-290.5993340536952,-312.03873672833043,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,0,rule,early,3,3,0,1.0,3,eligible,1328.0,1328.0,84.0,926.9500325520834,23.21407664567232,8.536064147949219,2239.8142903645835,1312.8642578125,22.006677153209846,1358.8937173287075,1336.8870401754975,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4096,0,rule,middle,3,0,3,0.0,0,invalid_measurements,,,,,,,,,,,,,,,,,,,,
4096,0,rule,late,3,0,3,0.0,0,invalid_measurements,,,,,,,,,,,,,,,,,,,,
4096,1,direct,early,3,3,0,1.0,3,eligible,4031.0,4031.0,2.0,964.2526652018229,11.171241290867329,13.983402887980143,40.32375462849935,-923.9289105733236,25.532225146889687,-885.348734135429,-910.8809592823187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,direct,middle,3,3,0,1.0,3,eligible,2687.0,2687.0,2.0,682.2246500651041,7.100256159901619,9.192789395650228,42.23044204711914,-639.994208017985,21.269763819873333,-610.1033659651875,-631.3731297850609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,direct,late,3,3,0,1.0,3,eligible,1327.0,1327.0,2.0,370.35691324869794,3.328520804643631,4.947285334269206,45.36422348022461,-324.9926897684733,19.009854334096115,-301.1957152436177,-320.2055695777138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,composed,early,3,3,0,1.0,3,eligible,4031.0,4031.0,2.0,965.1445922851562,11.088205190996328,13.745152155558268,40.32477823893229,-924.819814046224,30.606760643422604,-881.0266513998309,-911.6334120432535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,composed,middle,3,3,0,1.0,3,eligible,2687.0,2687.0,2.0,680.6627197265625,7.3392993460098905,9.444010734558105,42.345472971598305,-638.3172467549642,25.910556316375732,-604.1647344827652,-630.0752907991409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,composed,late,3,3,0,1.0,3,eligible,1343.0,1343.0,2.0,370.09442138671875,3.436609171330929,5.118293285369873,44.78771209716797,-325.3067092895508,17.220220838983852,-303.45335012922686,-320.6735709682107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict,early,3,3,0,1.0,3,eligible,4016.0,4016.0,2.0,964.5533854166666,10.99342138816913,13.666303952534994,47.517696380615234,-917.0356890360514,26.636939495801926,-877.4215811863542,-904.0585206821561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict,middle,3,3,0,1.0,3,eligible,2672.0,2672.0,2.0,681.2409261067709,7.349553207556407,9.454250971476236,50.28556823730469,-630.9553578694662,20.355259378751118,-601.80923063308,-622.1644900118312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict,late,3,3,0,1.0,3,eligible,1344.0,1344.0,2.0,371.3792012532552,3.46859327207009,5.062997500101726,52.03797276814779,-319.3412284851074,17.256127670407295,-297.27236678202945,-314.52849445243675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict_3,early,3,3,0,1.0,3,eligible,4031.0,4031.0,2.0,965.8951619466146,11.276942367355028,13.896362940470377,40.371883392333984,-925.5232785542806,26.493739957610767,-886.9220294679204,-913.4157694255313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict_3,middle,3,3,0,1.0,3,eligible,2719.0,2719.0,2.0,679.8769327799479,7.648897978166739,9.765205383300781,42.450602213541664,-637.4263305664062,20.92839435984691,-608.5540888210138,-629.4824831808606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict_3,late,3,3,0,1.0,3,eligible,1407.0,1407.0,2.0,398.40699259440106,3.6337499817212424,5.292714754740397,44.6102180480957,-353.79677454630536,17.308464584251244,-331.78652574618656,-349.09499033043784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict_5,early,3,3,0,1.0,3,eligible,4031.0,4031.0,2.0,965.8685302734375,11.243129149079323,13.835946400960287,40.353109995524086,-925.5154202779134,25.978391679624718,-886.7446109652519,-912.7230026448766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict_5,middle,3,3,0,1.0,3,eligible,2735.0,2735.0,2.0,685.1335042317709,7.707877705494563,9.832789421081543,42.521942138671875,-642.611562093099,22.19637669622898,-611.9513039787611,-634.14768067499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,conflict_5,late,3,3,0,1.0,3,eligible,1439.0,1439.0,2.0,397.8738301595052,3.76938966413339,5.454506715138753,44.681556701660156,-353.19227345784503,17.701936264832813,-330.01429711778957,-347.7162333826224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,1,pointer,early,3,3,0,1.0,3,eligible,4031.0,4031.0,2.0,965.8504435221354,11.052435263991356,13.668010711669922,40.283477783203125,-925.5669657389323,26.488302896420162,-886.6310821225246,-913.1193850189447,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,1,pointer,middle,3,3,0,1.0,3,eligible,2703.0,2703.0,2.0,682.8086547851562,7.349592323104541,9.481216112772623,42.361515045166016,-640.4471397399902,24.36086752762397,-607.1180313204726,-631.4788988480965,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,1,pointer,late,3,3,0,1.0,3,eligible,1359.0,1359.0,2.0,370.6091613769531,3.470872218410174,5.133653322855632,44.75938161214193,-325.8497797648112,19.539192629357178,-301.83018650859594,-321.3693791379531,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,1,rule,early,3,3,0,1.0,0,no_reusable_rows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.067342944443226,19.02214561899503,7.954802674551805,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,1,rule,middle,3,0,3,0.0,0,invalid_measurements,,,,,,,,,,,,,,,,,,,,
4096,1,rule,late,3,0,3,0.0,0,invalid_measurements,,,,,,,,,,,,,,,,,,,,
4096,2,direct,early,3,3,0,1.0,3,eligible,4015.0,4015.0,2.0,959.2132161458334,11.124612763524055,13.919232050577799,40.92450078328451,-918.2887153625488,23.335307215650875,-882.1561764925718,-905.4914837082227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,direct,middle,3,3,0,1.0,3,eligible,2671.0,2671.0,2.0,677.7900390625,7.330566334227721,9.413973490397135,43.08684794108073,-634.7031911214193,22.40877536435922,-603.9863101517161,-626.3950855160753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,direct,late,3,3,0,1.0,3,eligible,1311.0,1311.0,2.0,368.97313435872394,3.316651408871015,4.934314727783203,47.376043955485024,-321.59709040323895,20.552136624852817,-297.6885394503673,-318.2406760752201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,composed,early,3,3,0,1.0,3,eligible,4015.0,4015.0,2.0,956.2675374348959,10.950869259734949,13.68063990275065,40.855210622151695,-915.4123268127441,27.441624241570633,-875.0106071432432,-902.4522313848138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,composed,middle,3,3,0,1.0,3,eligible,2671.0,2671.0,2.0,675.6877644856771,7.220673064390819,9.356629371643066,43.04656982421875,-632.6411946614584,24.076349412401516,-599.5653159916401,-623.6416654040416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,composed,late,3,3,0,1.0,3,eligible,1327.0,1327.0,2.0,367.13165283203125,3.309867655237516,4.981760025024414,45.17068735758463,-321.9609654744466,16.636517830193043,-301.01681345452863,-317.6533312847217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict,early,3,3,0,1.0,3,eligible,4000.0,4000.0,2.0,956.2586466471354,11.200358470280966,13.77996794382731,48.12731679280599,-908.1313298543295,23.794541756312054,-871.9129217788577,-895.7074635351697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict,middle,3,3,0,1.0,3,eligible,2656.0,2656.0,2.0,676.5431315104166,7.5184547652800875,9.564159711201986,52.51652272542318,-624.0266087849935,19.553712879618008,-596.3439776872596,-615.8976905668775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict,late,3,3,0,1.0,3,eligible,1328.0,1328.0,2.0,368.48093668619794,3.5388202716906867,5.180757522583008,52.7366828918457,-315.74425379435223,17.445355653762817,-294.43672113120556,-311.8820767849684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict_3,early,3,3,0,1.0,3,eligible,4015.0,4015.0,2.0,957.8612060546875,11.223739633957544,13.782016118367514,40.91904067993164,-916.9421653747559,24.849594570696354,-880.1924142365655,-905.0420088072618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict_3,middle,3,3,0,1.0,3,eligible,2703.0,2703.0,2.0,675.0126139322916,7.743151548008124,9.84439468383789,43.08821360270182,-631.9244003295898,20.654201818009216,-602.1639462560415,-622.8181480740508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict_3,late,3,3,0,1.0,3,eligible,1391.0,1391.0,2.0,396.2436218261719,3.548910841345787,5.21830399831136,45.288106282552086,-350.9555155436198,18.512867701550324,-328.722333535552,-347.23520123710233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict_5,early,3,3,0,1.0,3,eligible,4015.0,4015.0,2.0,957.4853922526041,11.136532761156559,13.805909474690756,40.909141540527344,-916.5762507120768,22.785531356930733,-880.8802195514241,-903.6657509083549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict_5,middle,3,3,0,1.0,3,eligible,2719.0,2719.0,2.0,678.9785359700521,7.384696044027805,9.50988801320394,42.855082194010414,-636.1234537760416,20.93859699865182,-607.7611666793624,-628.6997636780143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,conflict_5,late,3,3,0,1.0,3,eligible,1423.0,1423.0,2.0,394.2004089355469,3.87491254756848,5.513215859731038,45.25704574584961,-348.94336318969727,17.396474877993267,-327.2121675933401,-344.6086424713333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4096,2,pointer,early,3,3,0,1.0,3,eligible,4015.0,4015.0,2.0,957.7151082356771,11.310362257063389,13.903530756632486,40.95453898111979,-916.7605692545573,23.67862934867541,-880.6229926024874,-904.3016219511628,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,2,pointer,middle,3,3,0,1.0,3,eligible,2687.0,2687.0,2.0,677.4743041992188,7.334469817578793,9.43616008758545,42.90593973795573,-634.5683644612631,22.986745772262413,-603.7684576585889,-626.7552034308513,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,2,pointer,late,3,3,0,1.0,3,eligible,1343.0,1343.0,2.0,368.8284200032552,3.653192582229773,5.2674560546875,45.332139333089195,-323.496280670166,19.941709625224274,-299.39838219434023,-319.3400918195645,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,2,rule,early,3,3,0,1.0,0,no_reusable_rows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.728600564102332,21.19042755415042,13.46182699004809,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4096,2,rule,middle,3,0,3,0.0,0,invalid_measurements,,,,,,,,,,,,,,,,,,,,
4096,2,rule,late,3,0,3,0.0,0,invalid_measurements,,,,,,,,,,,,,,,,,,,,
